district_key,district_name,state,season,sprayable_acres,pp_spray_acres_low,pp_spray_acres_base,pp_spray_acres_high,rank_national,rank_national_low,rank_national_high,rank_in_state,decile,top_crop_1,top_crop_1_share_pct,top_crop_2,top_crop_2_share_pct,top_crop_3,top_crop_3_share_pct,open_crop_share_pct,unit_key,unit_district_count,unit_yoy_area_change_pct,unit_area_ma3_acres
Gujarat:Devbhumi Dwarka,Devbhumi Dwarka,Gujarat,Summer,3436.44441,3115.88158,6443.3346278,13104.65198,1589,1619,1610,95,9,Moong,88.66222336725927,Groundnut,8.054205624536879,Bajra,3.2835710082038463,88.66222336725927,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Gandhinagar,Gandhinagar,Gujarat,Kharif,121421.75241,192302.1828112,264827.9463536,533020.71963,693,712,665,41,4,Cotton,49.85607682646487,Rice,24.318956775962068,Groundnut,22.902801073348844,1.6703055704301688,Gujarat:Gandhinagar,1,0.45624876733942543,228958.24746666665
Gujarat:Gandhinagar,Gandhinagar,Gujarat,Rabi,84298.43681,76305.0826769,79927.4698369,172219.26078,1080,990,1043,63,6,Wheat,89.85671174848434,Gram,8.285114408742103,Rapeseed & Mustard,1.0791025156432652,9.064185735872394,Gujarat:Gandhinagar,1,0.45624876733942543,228958.24746666665
Gujarat:Gandhinagar,Gandhinagar,Gujarat,Summer,20827.02118,308.18312,14084.6574988,42133.41636,1463,1796,1406,87,8,Bajra,96.47121742191923,Moong,1.7193034336875543,Rice,1.5989521933294255,1.7193034336875543,Gujarat:Gandhinagar,1,0.45624876733942543,228958.24746666665
Gujarat:Gir Somnath,Gir Somnath,Gujarat,Kharif,331766.51697,454976.65563,748889.1887246,1436232.57456,273,348,243,20,2,Groundnut,51.32773003101218,Soybean,33.375690516466605,Cotton,13.420041967378273,0.0890945456344899,Gujarat:Gir Somnath,2,2.906466543977716,1793111.5844833334
Gujarat:Gir Somnath,Gir Somnath,Gujarat,Rabi,175682.58967,170968.9194598,230004.1487898,410598.06396,754,749,768,43,4,Gram,50.8570757073176,Wheat,48.58424127032772,Maize,0.3051092789814586,51.334056051268966,Gujarat:Gir Somnath,2,2.906466543977716,1793111.5844833334
Gujarat:Gir Somnath,Gir Somnath,Gujarat,Summer,40242.4589,20313.94274,53780.7061456,121112.80328,1181,1306,1136,68,7,Moong,62.76064618530761,Bajra,24.456392651281842,Groundnut,12.782961163410553,62.76064618530761,Gujarat:Gir Somnath,2,2.906466543977716,1793111.5844833334
Gujarat:Jamnagar,Jamnagar,Gujarat,Kharif,809587.51818,1259032.39553,1804492.040204,3687794.95007,68,72,51,5,1,Cotton,58.54896948753291,Groundnut,39.6226221213572,Soybean,1.5347956046882323,0.29361278642165856,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Jamnagar,Jamnagar,Gujarat,Rabi,216925.18582,210573.5806426,352355.0140026,575631.805,577,677,633,36,4,Gram,80.47646704352208,Wheat,19.343571048033127,Rapeseed & Mustard,0.17996190844479398,80.47646704352208,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Jamnagar,Jamnagar,Gujarat,Summer,7907.02703,5456.04213,12529.734294,26721.19632,1477,1531,1485,89,8,Moong,53.71906204924987,Groundnut,33.291564067703284,Bajra,12.910489528693592,53.79794640360312,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Junagadh,Junagadh,Gujarat,Kharif,767229.85857,1059789.06796,1748404.53102,3361021.50867,74,93,56,6,1,Groundnut,54.033278025701556,Soybean,27.84563022929108,Cotton,17.899473976850505,0.19787452152058196,Gujarat:Gir Somnath,2,2.906466543977716,1793111.5844833334
Gujarat:Junagadh,Junagadh,Gujarat,Rabi,442717.18449,435825.4533066,648818.2650166,1108977.46113,329,372,354,22,2,Gram,62.403462474910604,Wheat,34.344384801019565,Moong,3.2521527240698354,65.65561519898044,Gujarat:Gir Somnath,2,2.906466543977716,1793111.5844833334
Gujarat:Junagadh,Junagadh,Gujarat,Summer,26156.39985,18142.082,41573.613781,88596.9637,1238,1331,1212,71,7,Moong,66.41318482786913,Groundnut,20.86372160402401,Bajra,12.723093568106865,66.41318482786913,Gujarat:Gir Somnath,2,2.906466543977716,1793111.5844833334
Gujarat:Kachchh,Kachchh,Gujarat,Kharif,477197.2961,604475.56561,957688.0215546,1985423.5429,191,240,143,13,2,Cotton,44.53529120638414,Groundnut,33.088561634675685,Moong,18.878516154615216,18.878516154615216,Gujarat:Kachchh,1,2.236873492737096,666430.0425766667
Gujarat:Kachchh,Kachchh,Gujarat,Rabi,169768.69595,96613.2741644,98540.5800344,341464.69777,1032,918,830,61,6,Wheat,85.38975459919753,Rapeseed & Mustard,10.698545531921672,Gram,3.9116998688807953,3.9116998688807953,Gujarat:Kachchh,1,2.236873492737096,666430.0425766667
Gujarat:Kachchh,Kachchh,Gujarat,Summer,28698.39168,13593.61346,37156.3805452,84584.01028,1268,1390,1224,72,7,Groundnut,57.555302390083455,Bajra,26.83026031847403,Moong,15.614437291442513,15.614437291442513,Gujarat:Kachchh,1,2.236873492737096,666430.0425766667
Gujarat:Kheda,Kheda,Gujarat,Kharif,364418.40981,579100.4677906,772133.1881613,1466422.38771,265,254,238,18,2,Rice,79.67217836985253,Cotton,13.64200655107645,Groundnut,4.097555401723082,0.36355837089255905,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Kheda,Kheda,Gujarat,Rabi,193228.79002,180924.5880967,186244.4781267,391777.47007,839,730,788,50,5,Wheat,93.73320072353502,Gram,5.492562336823175,Rapeseed & Mustard,0.5539963160669314,5.712802960398041,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Kheda,Kheda,Gujarat,Summer,94729.19498,60681.659101,118693.8047337,264237.71934,979,1050,917,57,6,Rice,64.33848573717339,Bajra,31.847356876805417,Groundnut,2.131916038648599,1.682241347372602,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Mahesana,Mahesana,Gujarat,Kharif,175487.13357,269340.8868556,378376.0974448,774905.8471,551,570,494,35,3,Cotton,58.49985068052347,Groundnut,27.140856305010587,Rice,9.216937600633653,3.0473586460313187,Gujarat:Mahesana,1,-0.5781136693255983,428480.92158666666
Gujarat:Mahesana,Mahesana,Gujarat,Rabi,224505.76904,168793.3119425,171400.1428125,451618.36895,857,756,737,52,5,Wheat,92.52883781823424,Rapeseed & Mustard,4.429355066293638,Gram,2.393062031743457,3.04180711547212,Gujarat:Mahesana,1,-0.5781136693255983,428480.92158666666
Gujarat:Mahesana,Mahesana,Gujarat,Summer,33646.74215,4172.80241,27521.2557116,75126.99908,1344,1579,1256,79,8,Bajra,71.29685559125693,Groundnut,23.14822712582408,Rice,3.0588901859051756,2.496027097013821,Gujarat:Mahesana,1,-0.5781136693255983,428480.92158666666
Gujarat:Mahisagar,Mahisagar,Gujarat,Kharif,204681.01017,298523.5243592,437768.2103396,774422.09943,478,529,495,32,3,Rice,50.738468681426674,Maize,30.641518701401687,Cotton,12.869387731077037,30.681030478619547,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Mahisagar,Mahisagar,Gujarat,Rabi,123943.23494,121149.9001559,179587.9876259,306324.55735,846,855,870,51,5,Gram,37.1213330141384,Wheat,34.84845659402792,Maize,27.958841047093877,65.08017406123227,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Mahisagar,Mahisagar,Gujarat,Summer,18809.86975,9244.06042,24489.100013,55147.25909,1365,1445,1339,80,8,Groundnut,35.88318490812315,Moong,30.55253045652217,Bajra,26.558555518771158,33.68271335255786,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Morbi,Morbi,Gujarat,Kharif,684472.4362,1227579.23421,1586780.64643,3280625.89281,85,76,59,7,1,Cotton,81.96344055784238,Groundnut,17.60145227056883,Soybean,0.2966590965544437,0.12303138838958116,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Morbi,Morbi,Gujarat,Rabi,128340.00879,117925.5807177,156150.7152177,294905.15208,894,865,878,54,5,Wheat,50.27647799790613,Gram,48.95928199458814,Rapeseed & Mustard,0.764240007505729,48.95928199458814,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Morbi,Morbi,Gujarat,Summer,3410.89427,1260.28413,3939.9709524,9342.3568,1644,1705,1641,98,9,Groundnut,53.31253162464305,Bajra,36.02571464480932,Moong,10.66175373054763,10.66175373054763,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Narmada,Narmada,Gujarat,Kharif,196425.4733,354655.1606612,440344.6993064,897349.90163,473,456,431,31,3,Cotton,73.8286517685067,Rice,13.751369697371059,Maize,5.621535151664359,5.710208279923888,Gujarat:Narmada,1,6.561874860390658,203726.28166333333
Gujarat:Narmada,Narmada,Gujarat,Rabi,11795.66444,11678.5627616,19570.8379216,31483.60404,1414,1413,1452,84,8,Maize,53.129907067105904,Gram,27.52351402417431,Wheat,19.34657890871979,80.65342109128021,Gujarat:Narmada,1,6.561874860390658,203726.28166333333
Gujarat:Narmada,Narmada,Gujarat,Summer,3962.86625,3341.90395,7093.643018,12992.36974,1576,1612,1613,93,9,Moong,46.46786667493394,Maize,45.59492649676496,Bajra,5.77749848646246,92.0627931716989,Gujarat:Narmada,1,6.561874860390658,203726.28166333333
Gujarat:Navsari,Navsari,Gujarat,Kharif,152183.77503,226185.8152834,283386.2823883,568709.24908,660,646,644,40,4,Rice,85.7834413506307,Sugarcane,14.146802273607573,Soybean,0.06801246636769369,0.001743909394043428,Gujarat:Navsari,1,-0.968991359422242,172585.98189
Gujarat:Navsari,Navsari,Gujarat,Rabi,4645.2329,4644.4945652,9265.1163052,13911.08754,1532,1557,1601,92,9,Gram,92.80815476837539,Maize,6.934181707351288,Wheat,0.2576635242733164,99.74233647572669,Gujarat:Navsari,1,-0.968991359422242,172585.98189
Gujarat:Navsari,Navsari,Gujarat,Summer,13943.70474,22649.1375684,30129.7179358,55737.72925,1325,1283,1337,78,8,Rice,94.9972648160472,Moong,4.674522951064605,Maize,0.24620018069223387,4.92072313175684,Gujarat:Navsari,1,-0.968991359422242,172585.98189
Gujarat:Panch Mahals,Panch Mahals,Gujarat,Kharif,291523.02025,403983.3506562,619569.7775869,1062309.24086,339,396,372,23,2,Maize,44.72122751034887,Rice,41.097364303117,Cotton,11.801889808891486,44.75393117139398,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Panch Mahals,Panch Mahals,Gujarat,Rabi,114153.10823,112184.7202553,188400.0959953,304521.5922,834,890,871,48,5,Maize,75.84549638635255,Wheat,19.023797374388874,Gram,5.062504575495512,80.90800096184806,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Panch Mahals,Panch Mahals,Gujarat,Summer,18615.84683,17918.7288042,30765.2134223,62028.54931,1320,1333,1310,76,7,Rice,54.621972834159834,Moong,22.552808734850913,Bajra,12.460182257735873,27.873554076449857,Gujarat:Kheda,3,2.881070071244067,1379536.5503266666
Gujarat:Patan,Patan,Gujarat,Kharif,146369.26493,249536.77665,320464.1960814,674231.00605,623,610,554,38,4,Cotton,88.04881684577589,Moong,6.6440392157231045,Bajra,2.968491729723107,6.6440392157231045,Gujarat:Patan,1,-6.552362269253622,464438.80651
Gujarat:Patan,Patan,Gujarat,Rabi,287834.80565,220247.9953646,336010.6141546,691432.23009,595,661,543,37,4,Gram,68.90414404393613,Wheat,28.220661986668926,Rapeseed & Mustard,2.8751939693949518,68.90414404393613,Gujarat:Patan,1,-6.552362269253622,464438.80651
Gujarat:Patan,Patan,Gujarat,Summer,16613.64495,264.42171,11319.3307584,33756.13332,1500,1802,1443,90,8,Bajra,95.32796212702284,Groundnut,4.4537387479899015,Moong,0.21829912498725132,0.21829912498725132,Gujarat:Patan,1,-6.552362269253622,464438.80651
Gujarat:Porbandar,Porbandar,Gujarat,Kharif,222574.65783,261430.91044,467104.135834,929154.88393,449,586,419,29,3,Groundnut,78.64155811511482,Cotton,14.47337425589094,Soybean,6.863907465249695,0.02116016374454151,Gujarat:Porbandar,1,-11.557035045372606,397338.85093
Gujarat:Porbandar,Porbandar,Gujarat,Rabi,118084.54336,116865.1634227,194303.7088727,315732.5192,827,874,860,46,5,Gram,77.52158603348379,Wheat,20.291232834125022,Moong,2.1871811323911894,79.70876716587497,Gujarat:Porbandar,1,-11.557035045372606,397338.85093
Gujarat:Porbandar,Porbandar,Gujarat,Summer,16974.7816,16419.44906,33205.4175964,66788.46132,1303,1354,1285,75,7,Moong,98.89620579131119,Bajra,1.1037942086888153,,,98.89620579131119,Gujarat:Porbandar,1,-11.557035045372606,397338.85093
Gujarat:Rajkot,Rajkot,Gujarat,Kharif,1207194.10196,1849422.22332,2693241.9935246,5469857.96049,24,30,23,2,1,Cotton,53.903877341378596,Groundnut,41.4821786005913,Soybean,4.278174542689774,0.3068297048638203,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Rajkot,Rajkot,Gujarat,Rabi,359227.43185,352470.0916849,500082.8873649,866067.65938,420,458,449,28,3,Gram,59.03533170583781,Wheat,40.952013929936,Rapeseed & Mustard,0.012654364226189613,59.03533170583781,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Rajkot,Rajkot,Gujarat,Summer,9490.74035,7637.98455,16498.787928,34247.5658,1436,1478,1442,85,8,Moong,51.27956281953126,Groundnut,41.18905467271971,Bajra,7.411567645673904,51.39937768160638,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Sabar Kantha,Sabar Kantha,Gujarat,Kharif,399541.32736,598007.789827,900295.5626917,1757879.80291,216,244,175,15,2,Cotton,38.83945012042029,Groundnut,36.47911118189806,Soybean,14.731547182513145,5.413490078112247,Gujarat:Arvalli,2,2.274488193527876,1274082.58936
Gujarat:Sabar Kantha,Sabar Kantha,Gujarat,Rabi,232659.79723,218535.5866813,234100.0697413,480884.07752,747,664,713,42,4,Wheat,86.19952853777369,Gram,9.05616480312385,Maize,4.241125605375425,13.297290408499276,Gujarat:Arvalli,2,2.274488193527876,1274082.58936
Gujarat:Sabar Kantha,Sabar Kantha,Gujarat,Summer,30103.89648,16231.5048,41609.9616968,87877.13669,1237,1360,1214,70,7,Groundnut,30.822739596480638,Moong,24.1335149336902,Maize,22.962565093480492,47.09608002717069,Gujarat:Arvalli,2,2.274488193527876,1274082.58936
Gujarat:Surat,Surat,Gujarat,Kharif,359090.68671,466008.514202,554268.356901,1259102.57193,383,341,296,26,3,Rice,41.711701685740394,Sugarcane,37.9379045983602,Soybean,12.281834142691103,1.7092646047791922,Gujarat:Surat,1,2.973321733205164,406940.03674333333
Gujarat:Surat,Surat,Gujarat,Rabi,14153.66561,13832.1675065,19829.1856665,34304.34938,1412,1388,1441,83,8,Wheat,39.453278455689926,Gram,31.900262705626826,Maize,28.58651936260037,60.4867820682272,Gujarat:Surat,1,2.973321733205164,406940.03674333333
Gujarat:Surat,Surat,Gujarat,Summer,44980.13191,68625.553451,95930.5247565,178202.36721,1039,1021,1034,62,6,Rice,81.42191401304471,Moong,12.822186609759536,Maize,3.1189603805406763,15.941146990300213,Gujarat:Surat,1,2.973321733205164,406940.03674333333
Gujarat:Surendranagar,Surendranagar,Gujarat,Kharif,1058643.53707,2036360.1522614,2500978.4569063,5201340.56799,31,19,24,3,1,Cotton,94.2031430074117,Groundnut,4.894210869429568,Rice,0.4253652497454746,0.21026504028767085,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Surendranagar,Surendranagar,Gujarat,Rabi,159209.96469,149737.3412178,213487.0902878,382169.67845,787,787,798,45,5,Gram,59.722345725036156,Wheat,39.7985653022671,Rapeseed & Mustard,0.47908897269674805,59.722345725036156,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Surendranagar,Surendranagar,Gujarat,Summer,5020.55309,3296.65994,6963.191515,15215.57786,1579,1614,1589,94,9,Groundnut,40.95437665123591,Rice,33.49757715230672,Bajra,23.063984116197325,2.484062080260046,Gujarat:Devbhumi Dwarka,5,-6.370969723253853,5626931.20206
Gujarat:Tapi,Tapi,Gujarat,Kharif,284750.15751,441235.9924658,561923.9327471,1115974.7648,376,365,351,25,2,Rice,65.69761772778047,Cotton,12.516579262989753,Sugarcane,11.232426366222562,1.480144673557317,Gujarat:Tapi,1,1.6847473450811064,318769.28759666666
Gujarat:Tapi,Tapi,Gujarat,Rabi,23362.98377,23066.7588074,36555.5771574,60214.78589,1273,1279,1318,73,7,Gram,63.537934581066224,Wheat,26.2010374399495,Maize,10.261027978984279,73.7989625600505,Gujarat:Tapi,1,1.6847473450811064,318769.28759666666
Gujarat:Tapi,Tapi,Gujarat,Summer,14847.76951,17187.5762128,30197.1139666,55739.95315,1323,1342,1336,77,8,Moong,29.83420312936072,Rice,26.492933091051814,Maize,22.944691296206408,52.77889442556713,Gujarat:Tapi,1,1.6847473450811064,318769.28759666666
Gujarat:Vadodara,Vadodara,Gujarat,Kharif,322479.73296,615016.4765122,764326.9151679,1526045.19613,267,236,219,19,2,Cotton,68.80504493924256,Rice,23.730179187011494,Soybean,7.20332398969695,0.15388650807117327,Gujarat:Chhotaudepur,2,3.464833586456163,828565.8195266667
Gujarat:Vadodara,Vadodara,Gujarat,Rabi,66147.85457,64330.8778616,72126.8581516,140170.76143,1104,1039,1096,64,6,Wheat,78.36833554123986,Maize,18.3834237894166,Gram,3.014730761500339,21.617412680347176,Gujarat:Chhotaudepur,2,3.464833586456163,828565.8195266667
Gujarat:Vadodara,Vadodara,Gujarat,Summer,34200.69093,23598.240267,45388.9576245,98974.96602,1219,1265,1196,69,7,Rice,58.92564724170536,Bajra,27.245580985373483,Moong,12.20535445169529,13.763443108083091,Gujarat:Chhotaudepur,2,3.464833586456163,828565.8195266667
Gujarat:Valsad,Valsad,Gujarat,Kharif,200221.57176,323366.9623128,418566.7711036,787290.64736,503,489,488,34,3,Rice,96.73178698731101,Sugarcane,3.2481411852530755,Groundnut,0.020071827435915974,,Gujarat:Valsad,1,-0.7299981328478737,207164.06865
Gujarat:Valsad,Valsad,Gujarat,Rabi,7832.8229,7832.8229,15665.6458,23498.4687,1444,1475,1502,86,8,Gram,100.0,,,,,100.0,Gujarat:Valsad,1,-0.7299981328478737,207164.06865
Gujarat:Valsad,Valsad,Gujarat,Summer,2144.80329,3490.2464814,4636.1601293,8579.21316,1629,1603,1644,96,9,Rice,95.416336061022,Moong,3.3045019094957686,Groundnut,1.279162029482233,3.3045019094957686,Gujarat:Valsad,1,-0.7299981328478737,207164.06865
Haryana:Ambala,Ambala,Haryana,Kharif,253558.40328,387737.0005824,476418.2214288,609935.828208,445,418,603,13,3,Rice,95.29770710011601,Sugarcane,4.450119463612599,Maize,0.22821125454423585,0.22821125454423585,Haryana:Ambala,1,0.6249937776892827,495248.15701666666
Haryana:Ambala,Ambala,Haryana,Rabi,245943.25077,229307.5988469,229307.5988469,491886.50154,757,641,702,30,5,Wheat,99.37521224451156,Rapeseed & Mustard,0.6247877554884477,,,,Haryana:Ambala,1,0.6249937776892827,495248.15701666666
Haryana:Bhiwani,Bhiwani,Haryana,Kharif,567177.42676,699947.8762808,990629.2808496,2056017.457886,178,187,135,3,1,Cotton,66.85720731290934,Rice,13.901091267108148,Bajra,12.254959624843904,6.50033884974338,Haryana:Bhiwani,2,-5.809415238011722,1657285.2034666666
Haryana:Bhiwani,Bhiwani,Haryana,Rabi,634455.46731,280161.7744128,285608.2784828,1274357.43869,655,557,287,25,4,Wheat,78.01051969724953,Rapeseed & Mustard,18.175512375117023,Gram,3.813967927633443,3.813967927633443,Haryana:Bhiwani,2,-5.809415238011722,1657285.2034666666
Haryana:Charkhi Dadri,Charkhi Dadri,Haryana,Kharif,235293.29019,185497.4417002,313770.8031724,702951.1709465,634,721,536,24,4,Cotton,56.228749844217226,Bajra,28.63886158031938,Rice,13.832984692508797,0.37800840231406535,Haryana:Bhiwani,2,-5.809415238011722,1657285.2034666666
Haryana:Charkhi Dadri,Charkhi Dadri,Haryana,Rabi,155537.93514,78483.1293183,78804.9770683,311397.71803,1085,977,864,41,6,Wheat,84.96516547459787,Rapeseed & Mustard,14.218013654504457,Gram,0.8168208708976735,0.8168208708976735,Haryana:Bhiwani,2,-5.809415238011722,1657285.2034666666
Haryana:Faridabad,Faridabad,Haryana,Kharif,43846.26414,55846.2239412,75085.5515144,103544.040229,1095,1078,1181,42,6,Rice,87.8150663936385,Bajra,7.189328027995821,Cotton,2.1325114721877196,2.1061841700619452,Haryana:Faridabad,1,-2.916793282686925,123422.34814
Haryana:Faridabad,Faridabad,Haryana,Rabi,76148.01628,70999.1925916,70999.1925916,152296.03256,1110,1008,1076,43,6,Wheat,99.3756303644889,Rapeseed & Mustard,0.6243696355111045,,,,Haryana:Faridabad,1,-2.916793282686925,123422.34814
Haryana:Fatehabad,Fatehabad,Haryana,Kharif,453801.99165,747823.976207,923479.550434,1356160.6658775,205,169,265,5,2,Rice,70.52822405519511,Cotton,28.4421475144264,Bajra,0.582778253992819,0.048163492065522236,Haryana:Fatehabad,1,-4.961986863711002,984361.3893633334
Haryana:Fatehabad,Fatehabad,Haryana,Rabi,490109.60544,438598.6143525,439762.1835425,981382.78007,474,367,397,15,3,Wheat,98.17424708615854,Rapeseed & Mustard,1.2965718093513507,Gram,0.529181104490104,0.529181104490104,Haryana:Fatehabad,1,-4.961986863711002,984361.3893633334
Haryana:Gurugram,Gurugram,Haryana,Kharif,115551.94133,22304.4899014,95054.7512068,247923.0666255,1041,1287,934,38,6,Bajra,71.28758125154341,Rice,16.98322914093866,Cotton,11.72918960751792,,Haryana:Gurugram,1,0.60695254764683,261402.30449666668
Haryana:Gurugram,Gurugram,Haryana,Rabi,140108.07216,85155.4319952,85155.4319952,280216.14432,1065,951,900,39,6,Wheat,90.77677921891969,Rapeseed & Mustard,9.223220781080313,,,,Haryana:Gurugram,1,0.60695254764683,261402.30449666668
Haryana:Hisar,Hisar,Haryana,Kharif,655437.34606,1003019.7673748,1297388.7786776,2304099.692741,115,103,100,2,1,Cotton,51.75774625432204,Rice,39.16739252173505,Moong,4.517699009216193,4.536744957821657,Haryana:Hisar,1,2.7514490532624984,1469589.9461366667
Haryana:Hisar,Hisar,Haryana,Rabi,835659.70635,602127.3342798,612995.5582898,1682187.63671,343,242,192,9,2,Wheat,91.1828115246395,Rapeseed & Mustard,5.271249565029298,Gram,3.5459389103312016,3.5459389103312016,Haryana:Hisar,1,2.7514490532624984,1469589.9461366667
Haryana:Jhajjar,Jhajjar,Haryana,Kharif,248108.31626,260381.4638908,377630.0748696,611783.624711,553,587,602,19,3,Rice,70.02279687625773,Bajra,15.20604009620491,Cotton,13.364323277860503,0.07852128835405701,Haryana:Jhajjar,1,0.2180182152552763,555157.02487
Haryana:Jhajjar,Jhajjar,Haryana,Rabi,317448.99935,234555.3685412,234679.1409312,635021.77109,745,628,585,28,4,Wheat,95.05579182113948,Rapeseed & Mustard,4.8387259536326,Gram,0.10548222522792162,0.10548222522792162,Haryana:Jhajjar,1,0.2180182152552763,555157.02487
Haryana:Jind,Jind,Haryana,Kharif,477097.41828,745181.2352824,928813.3492288,1241474.625958,202,170,304,4,2,Rice,86.38027148242051,Cotton,11.761024762477954,Bajra,1.0552678434411205,0.015962302880670402,Haryana:Jind,1,-5.264923889915122,1041306.9928333333
Haryana:Jind,Jind,Haryana,Rabi,524036.88022,484611.9650134,484611.9650134,1048073.76044,435,319,379,12,3,Wheat,99.2430136140162,Rapeseed & Mustard,0.7569863859837971,,,,Haryana:Jind,1,-5.264923889915122,1041306.9928333333
Haryana:Kaithal,Kaithal,Haryana,Kharif,408767.91781,641440.1041398,794780.2869076,971798.2368535,258,218,405,7,2,Rice,98.24650406790722,Cotton,0.8580937540028442,Sugarcane,0.7928040118504538,,Haryana:Kaithal,1,-6.9601502326973845,888274.5199066667
Haryana:Kaithal,Kaithal,Haryana,Rabi,435959.04891,417628.9082427,417628.9082427,871918.09782,505,385,446,18,3,Wheat,99.80539855264816,Rapeseed & Mustard,0.19460144735184431,,,,Haryana:Kaithal,1,-6.9601502326973845,888274.5199066667
Haryana:Karnal,Karnal,Haryana,Kharif,433363.63406,671717.0818148,828207.3571576,1032761.050041,245,206,386,6,2,Rice,97.29499210476865,Sugarcane,2.649394479578929,Maize,0.04773683746989062,0.04773683746989062,Haryana:Karnal,1,-3.8243719806763283,906264.28123
Haryana:Karnal,Karnal,Haryana,Rabi,452120.17963,429258.4498237,429283.2092437,904265.11868,488,377,429,16,3,Wheat,99.65322910192023,Rapeseed & Mustard,0.3352356600518775,Gram,0.011535238027883971,0.011535238027883971,Haryana:Karnal,1,-3.8243719806763283,906264.28123
Haryana:Kurukshetra,Kurukshetra,Haryana,Kharif,301904.85262,463494.7797396,569462.8823352,724622.398157,367,342,521,11,2,Rice,95.89079978241216,Sugarcane,4.074486804978857,Maize,0.03471341260897855,0.03471341260897855,Haryana:Kurukshetra,1,-4.510350927716296,597863.96033
Haryana:Kurukshetra,Kurukshetra,Haryana,Rabi,271630.77837,251484.6558189,251484.6558189,543261.55674,716,603,657,27,4,Wheat,99.26170072128096,Rapeseed & Mustard,0.7382992787190404,,,,Haryana:Kurukshetra,1,-4.510350927716296,597863.96033
Haryana:Mahendragarh,Mahendragarh,Haryana,Kharif,341266.82009,116887.9077422,327077.9387764,857982.2422115,609,873,460,23,4,Bajra,57.036581585997396,Cotton,42.75397861535318,Moong,0.19642413132583803,0.19642413132583803,Haryana:Mahendragarh,1,1.5193496110630942,686868.7543433333
Haryana:Mahendragarh,Mahendragarh,Haryana,Rabi,355305.43594,108322.3080625,112753.7747525,715042.33857,997,894,525,36,6,Wheat,59.6843164853848,Rapeseed & Mustard,32.45525187988318,Gram,7.860431634732024,7.860431634732024,Haryana:Mahendragarh,1,1.5193496110630942,686868.7543433333
Haryana:Nuh,Nuh,Haryana,Kharif,136502.80903,56221.3024674,136386.8024988,302203.3877205,929,1071,872,35,5,Bajra,49.43275387704261,Rice,38.81980157080509,Cotton,10.914035469180362,,Haryana:Nuh,1,-0.31966099501843825,381724.11596666666
Haryana:Nuh,Nuh,Haryana,Rabi,244218.73987,172983.9648565,173008.7242765,488462.23916,856,747,705,34,5,Wheat,94.25451486243334,Rapeseed & Mustard,5.716862974027179,Gram,0.028622163539487013,0.028622163539487013,Haryana:Nuh,1,-0.31966099501843825,381724.11596666666
Haryana:Palwal,Palwal,Haryana,Kharif,194331.5479,248240.964482,330299.568284,572942.158565,602,615,637,21,4,Rice,53.233626794454814,Cotton,33.64693952746638,Bajra,8.877657016731991,0.07481087586149586,Haryana:Palwal,1,0.5322044404372817,439660.45865
Haryana:Palwal,Palwal,Haryana,Rabi,246505.84805,232987.5346085,232987.5346085,493011.6961,748,632,698,29,4,Wheat,99.59327072944382,Rapeseed & Mustard,0.4067292705561888,,,,Haryana:Palwal,1,0.5322044404372817,439660.45865
Haryana:Panchkula,Panchkula,Haryana,Kharif,42004.75139,58379.2583962,79848.9229244,104886.1947665,1081,1064,1179,40,6,Rice,74.84156947361735,Maize,22.590536402198495,Sugarcane,1.4854051332952434,22.590536402198495,Haryana:Panchkula,1,-3.7831344058121434,95205.96619333333
Haryana:Panchkula,Panchkula,Haryana,Rabi,49624.82119,44816.5381195,44866.0569595,99299.16122,1223,1125,1195,44,7,Wheat,98.63369834226049,Rapeseed & Mustard,1.14556088685028,Gram,0.22074077088922706,0.22074077088922706,Haryana:Panchkula,1,-3.7831344058121434,95205.96619333333
